eps:         10.0
min_samples: 15
Silhouette score including outliers: -0.5690267594632306
Silhouette score excluding outliers: -0.3337573777277292

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            7226                16                21         1       246             0         29378                 0               372              0            408
           0            7876                16                21         1        27            23           782                 0                 0              2             42
           1             100                16                21         2        17           213           254                 1                 1              6             18
           2              15                20                20        44        44          4944          4950                71                71             28             28
           3              62                20                20        20        20          3197          3218                51                51             17             17
           4              55                16                19         2        11           121           156                 2                 2              4             12
           5             410                16                20         1        15            61           196                 1                 1              3             16
           6             131                17                17        19        19          2385          2417                30                30             27             30
           7              33                20                20        61        61          5401          5411                92                92             20             20
           8              21                16                18         3        17           215           237                 0                 0              4              4
           9              48                16                16        30        30          1654          1662                 0                 0              9              9
          10              26                17                17       123       123          1487          1492                 1                 1              8              8
          11              16                20                20        17        17          1103          1111                 4                 4             12             12
          12              59                16                20         2        17           687           715                 0                 0             13             17
          13              21                16                19         3        15           875           894                 0                 0             25             41
          14              66                16                20         1        17           222           258                 2                 2              5             14
          15              22                20                20        19        19          8219          8222               105               105             20             20
          16              31                17                20         9        13           378           391                 1                 1              6              6
          17              43                20                20        29        29          4414          4430                55                55             13             13
          18             119                16                19         1        10            71           127                 3                 6              3              8
          19              46                16                20         1        16           165           188                 2                 2              4              9
          20              15                20                20        59        59         17658         17664               236               236             29             29
          21              16                19                19        16        17           659           666                 1                 1             12             13
          22              16                16                19         2        12           289           301                 1                 1              9             14
          23              46                16                20         2        14           810           844                 0                 0             18             37
          24              16                16                20         3        17           393           397                 5                 5              8              9
          25              76                18                18        17        17          4561          4583                 8                 8             84             84
          26              15                20                20        19        19          2488          2493                11                11             49             49
          27              28                17                20        14        17          1126          1152                 0                 0             17             19
          28              36                19                20        60        60          5138          5149                11                11             32             32
          29             100                16                17       121       121           761           775                 3                 3              6              6
          30              22                16                19         3         6           263           288                 5                 6              7             11
          31              41                16                20         3        19          1311          1332                 0                 0             24             36
          32              21                16                18         2         7           130           148                 3                 3              3              3
          33              45                19                19        16        16           512           535                 4                 4              6              6
          34              23                19                20         4        10           454           475                 8                 9              9             11
          35              46                20                20        11        11          1113          1122                 1                 1             18             19
          36              15                20                20        26        26          4942          4958               102               102             16             16
          37              50                16                20         5        19          1423          1448                 0                 0             26             35
          38              16                16                20         4        16           844           855                 0                 0             16             22
          39              20                16                20         2        16           437           448                 1                 1             14             21
          40              39                20                20        59        59         17724         17739               238               238             29             29
          41              52                18                18        19        19           518           535                 0                 0              5              5
          42              31                20                20         5         5          2003          2018                 5                 5             45             46
          43              27                16                18         2        11           839           864                 0                 0             30             50
          44              27                16                18         5        12           467           490                 4                 4             12             15
          45              20                16                19        11        11           524           538                 1                 1              9             10
          46              21                16                20        13        19          1154          1164                 0                 0             18             25
          47              40                17                17        16        16          5276          5301                 0                 0            107            108
          48              88                20                20        21        21          1918          1934                 2                 2             33             34
          49              30                16                20         2        10           191           210                 2                 2              4             10
          50              29                19                19        14        14          3190          3202                 0                 0             47             49
          51              15                17                17        22        22          2640          2649                29                29              4              4
          52              39                18                18        17        18           414           433                 2                 2             12             16
          53              22                16                20         2        15           795           812                 0                 0             17             28
          54              17                17                19         2        11           748           764                 0                 0             11             15
          55              21                20                20        14        14          1787          1795                20                20             25             25
          56               5                16                19         2        11           795           808                 0                 0             15             18
          57             130                16                18         2        10            86           106                 0                 0              1              1
          58              18                16                19         2        10           905           925                 0                 0             28             41
          59              18                17                19         2        11           194           205                 1                 1              5             12
          60              36                20                20         6         6          1300          1309                 0                 0             17             18
          61              23                20                20        11        11          3520          3547                54                54             13             13
          62              31                18                18         4         4           809           809                 0                 0              5              5
