eps:         10.0
min_samples: 20
Silhouette score including outliers: -0.522457521784741
Silhouette score excluding outliers: -0.22379050165094871

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            7820                16                21         1       246             0         29378                 0               372              0            408
           0            7609                16                21         1        27            23           711                 0                 0              2             42
           1              60                16                21         2        17           218           242                 1                 1              6             16
           2              62                20                20        20        20          3197          3218                51                51             17             17
           3             390                16                20         1        15            66           196                 1                 1              3             16
           4             131                17                17        19        19          2385          2417                30                30             27             30
           5              33                20                20        61        61          5401          5411                92                92             20             20
           6             110                16                21         2        19           718           756                 0                 0             14             31
           7              48                16                16        30        30          1654          1662                 0                 0              9              9
           8              26                17                17       123       123          1487          1492                 1                 1              8              8
           9              58                16                20         2        16           687           715                 0                 0             13             16
          10              22                20                20        19        19          8219          8222               105               105             20             20
          11              31                17                20         9        13           378           391                 1                 1              6              6
          12              43                20                20        29        29          4414          4430                55                55             13             13
          13             114                16                19         1        10            77           125                 3                 6              3              8
          14              39                16                20         1        16           165           188                 2                 2              4              8
          15              76                18                18        17        17          4561          4583                 8                 8             84             84
          16              28                17                20        14        17          1126          1152                 0                 0             17             19
          17              36                19                20        60        60          5138          5149                11                11             32             32
          18             100                16                17       121       121           761           775                 3                 3              6              6
          19              41                16                20         3        19          1311          1332                 0                 0             24             36
          20              45                19                19        16        16           512           535                 4                 4              6              6
          21              22                19                20         4        10           459           475                 8                 9              9             11
          22              46                20                20        11        11          1113          1122                 1                 1             18             19
          23              50                16                20         5        19          1423          1448                 0                 0             26             35
          24              29                16                21         2         9           238           254                 1                 1              8             16
          25              39                20                20        59        59         17724         17739               238               238             29             29
          26              42                16                19         2        11           128           153                 2                 2              4             10
          27              52                18                18        19        19           518           535                 0                 0              5              5
          28              31                20                20         5         5          2003          2018                 5                 5             45             46
          29              27                16                18         5        12           467           490                 4                 4             12             15
          30              20                16                18         2         7           130           145                 3                 3              3              3
          31              40                17                17        16        16          5276          5301                 0                 0            107            108
          32              88                20                20        21        21          1918          1934                 2                 2             33             34
          33              21                16                20        13        19          1154          1164                 0                 0             18             25
          34              29                19                19        14        14          3190          3202                 0                 0             47             49
          35              39                18                18        17        18           414           433                 2                 2             12             16
          36              23                16                19         3        12           228           244                 2                 2              5              7
          37              21                20                20        14        14          1787          1795                20                20             25             25
          38             130                16                18         2        10            86           106                 0                 0              1              1
          39              20                16                19        11        11           524           538                 1                 1              9             10
          40              36                20                20         6         6          1300          1309                 0                 0             17             18
          41              16                16                19         2        10           240           252                 2                 2              6              9
          42              23                16                20         1        10           751           769                 0                 0             20             32
          43              22                20                20        11        11          3529          3547                54                54             13             13
          44              31                18                18         4         4           809           809                 0                 0              5              5
          45              20                16                17         2        11           839           856                 0                 0             34             45
          46              29                16                20         2        14           823           844                 0                 0             18             31
