eps:         9.0
min_samples: 20
Silhouette score including outliers: -0.4991258842110508
Silhouette score excluding outliers: -0.13838772178817835

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            8461                16                21         1       246             0         29378                 0               372              0            408
           0            7006                16                21         1        22            28           555                 0                 0              2             35
           1              50                16                21         2        13           219           241                 1                 1              6             12
           2              93                16                20         2        13           555           594                 0                 0             13             37
           3              62                20                20        20        20          3197          3218                51                51             17             17
           4             330                16                20         1        15            68           178                 1                 1              3             12
           5              38                17                19        14        24           423           445                 0                 0              9             11
           6             131                17                17        19        19          2385          2417                30                30             27             30
           7              33                20                20        61        61          5401          5411                92                92             20             20
           8              92                16                21         2        19           721           751                 0                 0             14             30
           9              39                16                20         2        15           647           672                 0                 0             17             26
          10              48                16                16        30        30          1654          1662                 0                 0              9              9
          11              26                17                17       123       123          1487          1492                 1                 1              8              8
          12              89                16                20         2        21           672           709                 0                 0             17             32
          13              38                16                20         2        12           584           607                 0                 0             14             23
          14              51                16                19         2        16           690           714                 0                 0             13             19
          15              22                20                20        19        19          8219          8222               105               105             20             20
          16              31                17                20         9        13           378           391                 1                 1              6              6
          17              43                20                20        29        29          4414          4430                55                55             13             13
          18             101                16                19         1        10            79           123                 3                 6              3              8
          19              76                18                18        17        17          4561          4583                 8                 8             84             84
          20              28                17                20        14        17          1126          1152                 0                 0             17             19
          21              36                19                20        60        60          5138          5149                11                11             32             32
          22              99                16                17       121       121           761           771                 3                 3              6              6
          23              33                17                20         3        13          1317          1331                 0                 0             24             27
          24              44                19                19        16        16           521           535                 4                 4              6              6
          25              21                19                20         4        10           462           475                 8                 9              9             11
          26              46                20                20        11        11          1113          1122                 1                 1             18             19
          27              41                16                20         6        19          1424          1443                 0                 0             26             32
          28              38                20                20        59        59         17724         17735               238               238             29             29
          29              22                16                19         2        11           132           146                 2                 2              4              6
          30              52                18                18        19        19           518           535                 0                 0              5              5
          31              31                20                20         5         5          2003          2018                 5                 5             45             46
          32              56                16                20         2        15           614           645                 0                 0             15             25
          33              26                16                18         5        12           471           490                 4                 4             12             15
          34              14                16                20         2         6           180           186                 1                 1              7             13
          35              39                17                17        16        16          5285          5301                 0                 0            108            108
          36              88                20                20        21        21          1918          1934                 2                 2             33             34
          37              29                19                19        14        14          3190          3202                 0                 0             47             49
          38              21                20                20        14        14          1787          1795                20                20             25             25
          39             127                16                18         2        10            87           102                 0                 0              1              1
          40              36                20                20         6         6          1300          1309                 0                 0             17             18
          41              22                20                20        11        11          3529          3547                54                54             13             13
          42              31                18                18         4         4           809           809                 0                 0              5              5
          43              28                18                18        17        17           420           433                 2                 2             16             16
