eps:         10.0
min_samples: 50
Silhouette score including outliers: 0.13588096070590672
Silhouette score excluding outliers: 0.542939757701714

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            5103                16                21         1       246             0         29378                 0               372              0            408
           0           11804                16                21         1        31            22           719                 0                16              1             37
           1              65                20                20        20        27          3197          3218                51                53             10             18
           2             199                16                21         2        20           719           763                 0                10              7             31
           3             131                17                17        19        19          2385          2417                30                30             27             30
           4              53                16                20        27        31          1649          1670                 0                 2              9             19
           5              52                20                20        29        29          4414          4432                55                55             13             15
           6              76                18                18        17        17          4561          4583                 8                 8             84             84
           7             103                16                17       121       121           761           779                 3                 4              6              8
           8              84                16                21         2        16           797           821                 0                12              1             21
           9             100                16                21         3        21          1097          1131                 0                 9             11             34
          10              98                17                20         6        22          1918          1934                 0                 6             30             41
