eps:         5.5
min_samples: 5
Silhouette score including outliers: -0.2619997531193804
Silhouette score excluding outliers: -0.07390470161205112

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            3731                16                21         1       246             0         29378                 0               372              0            408
           0           11846                16                21         1        27            22           798                 0                13              1             37
           1             169                16                21         2        16           795           855                 0                 7              5             32
           2               5                20                20        17        17          6891          6892               145               146             29             29
           3               8                17                20        18        22           691           699                 0                 8             12             18
           4              15                20                20        44        44          4944          4950                71                71             28             28
           5              63                20                20        20        20          3203          3218                51                51             16             18
           6              15                20                20        26        26          4942          4955               100               102             15             16
           7               5                19                19        14        14          2386          2386                 0                 0             49             49
           8               8                17                20        22        29           543           545                 0                 4              6             15
           9              13                18                20        11        13           654           659                 5                 7              4             11
          10             130                17                17        19        19          2391          2417                30                30             27             30
          11              36                20                20        61        61          5401          5411                92                92             20             21
          12               5                18                18        35        35          4274          4275                 0                 0             50             50
          13              50                16                20        28        30          1654          1662                 0                 0              9             11
          14              28                17                17       123       123          1487          1493                 1                 1              8              9
          15               9                20                20        38        38          2671          2677                 0                 0             19             19
          16              17                18                20        16        17          1103          1112                 0                 4             11             12
          17               7                20                20        16        16          1619          1619                 3                 3             20             20
          18               6                20                20        15        15          7435          7436               194               194             28             28
          19              12                20                20        22        22          3101          3111                54                54              5              6
          20               6                17                17        28        28          4510          4514                 0                 0             30             31
          21              40                16                20         2        18           875           887                 0                 5             15             37
          22              22                20                20        19        19          8219          8222               105               105             20             20
          23               7                20                20        45        45           934           939                 0                 0             14             14
          24               5                16                18        16        19          2262          2269                11                13             47             49
          25               5                16                18         3         5           638           643                 0                 2             27             36
          26              54                20                20        29        29          4414          4438                55                55             13             15
          27               5                18                18        14        14          1870          1874                 2                 2             39             39
          28              17                16                20         4        16           930           945                 0                 3             13             24
          29               8                16                18         5         9          1016          1023                 0                 1             25             30
