eps:         8.5
min_samples: 40
Silhouette score including outliers: 0.08226186008618837
Silhouette score excluding outliers: 0.5148090162913013

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            5426                16                21         1       246             0         29378                 0               372              0            408
           0           11056                16                21         1        31            23           608                 0                15              1             35
           1             210                16                21         2        21           669           715                 0                 8              9             33
           2              64                20                20        20        20          3197          3218                51                51             16             18
           3             130                17                17        19        19          2385          2413                30                30             27             30
           4              99                16                20         2        17           641           667                 0                 9              5             25
           5              51                16                20        28        31          1649          1662                 0                 2              9             14
           6              53                20                20        29        29          4414          4433                55                55             13             15
           7             135                16                21         2        16           718           753                 0                 6              7             31
           8              76                18                18        17        17          4561          4583                 8                 8             84             84
           9             102                16                17       121       121           761           775                 3                 4              6              8
          10              61                16                21         3        11           804           821                 0                 8              3             17
          11              88                16                20         3        18          1103          1126                 0                 9             11             32
          12             135                16                20         1        17           611           644                 0                 9              6             28
          13              89                18                20        13        21          1918          1934                 0                 2             33             34
          14              53                17                20         5        19          1423          1440                 0                 2             24             35
          15              40                20                20        59        59         17724         17735               238               238             29             30
