eps:         2.5
min_samples: 35
Silhouette score including outliers: -0.5784852433307025
Silhouette score excluding outliers: 0.2604787765123234

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           12707                16                21         1       246             0         29378                 0               372              0            408
           0            3971                16                21         1         9            46           181                 0                 4              1             11
           1              56                20                20        20        20          3203          3208                51                51             16             17
           2             109                17                17        19        19          2395          2403                30                30             28             29
           3             167                16                20         1         7           181           192                 0                 2              4             11
           4              47                16                16        30        30          1658          1659                 0                 0              9             10
           5             179                16                20         1         7           196           210                 0                 2              4             11
           6              37                16                18         1         4            41            45                 0                 2              1              5
           7              37                16                19         4         7           702           706                 0                 0             15             16
           8              70                18                18        17        17          4567          4574                 8                 8             84             84
           9              95                16                16       121       121           761           764                 3                 3              6              6
          10              40                19                19        16        16           521           521                 4                 4              6              6
          11              51                16                20         2         6           212           217                 0                 2              5             10
          12              42                17                20        11        11          1113          1117                 0                 1             18             18
          13              56                16                21         2         7           226           231                 0                 1              7             12
          14              37                20                20        59        59         17724         17728               238               238             29             30
          15              49                18                18        19        19           522           525                 0                 1              5              5
          16              35                17                17        16        16          5286          5290                 0                 0            108            108
          17              83                20                20        21        21          1921          1925                 2                 2             33             34
