eps:         8.0
min_samples: 45
Silhouette score including outliers: 0.021174016329576932
Silhouette score excluding outliers: 0.5181231266356078

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            6222                16                21         1       246             0         29378                 0               372              0            408
           0           10648                16                21         1        25            26           545                 0                13              1             35
           1              64                20                20        20        20          3197          3218                51                51             16             18
           2             130                17                17        19        19          2385          2413                30                30             27             30
           3              51                16                20        28        31          1649          1662                 0                 2              9             14
           4             119                16                21         2        16           686           714                 0                 5              9             28
           5              76                18                18        17        17          4561          4583                 8                 8             84             84
           6             101                16                17       121       121           761           771                 3                 4              6              8
           7              56                16                21         3        11           804           818                 0                 8              3             16
           8              82                16                20         3        18          1104          1126                 0                 4             11             31
           9              88                20                20        21        21          1918          1934                 2                 2             33             34
          10              48                20                20        29        29          4414          4429                55                55             13             15
          11              47                16                20         2        13           727           739                 0                 5             18             30
          12              46                16                20         4        15           629           641                 0                 7             11             23
          13              45                17                20         9        19          1431          1440                 0                 2             27             35
          14              45                16                21         3        15           584           597                 0                 7              9             20
