eps:         2.0
min_samples: 30
Silhouette score including outliers: -0.7287050119210259
Silhouette score excluding outliers: -0.019252727120557228

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           14155                16                21         1       246             0         29378                 0               372              0            408
           0            2805                16                21         1         7            48           154                 0                 3              1             10
           1              55                20                20        20        20          3203          3208                51                51             17             17
           2             104                17                17        19        19          2397          2403                30                30             28             29
           3              31                20                20        61        61          5401          5403                92                92             20             20
           4              47                16                16        30        30          1658          1659                 0                 0              9             10
           5              35                16                19         4         5           702           706                 0                 0             15             16
           6              70                18                18        17        17          4567          4574                 8                 8             84             84
           7              33                19                19        60        60          5138          5139                11                11             32             32
           8              95                16                16       121       121           761           764                 3                 3              6              6
           9              40                19                19        16        16           521           521                 4                 4              6              6
          10              42                17                20        11        11          1113          1117                 0                 1             18             18
          11              31                20                20         9         9          1432          1438                 0                 0             28             28
          12              30                16                20         2         5           156           159                 0                 1              4              7
          13              35                20                20        59        59         17724         17724               238               238             29             29
          14              49                18                18        19        19           522           525                 0                 1              5              5
          15              30                16                19         3         4           108           112                 3                 3              4              5
          16              36                17                17        16        16          5285          5290                 0                 0            108            108
          17              81                20                20        21        21          1921          1924                 2                 2             33             33
          18              33                20                20         6         6          1300          1303                 0                 0             17             17
          19              31                18                18         4         4           809           809                 0                 0              5              5
