eps:         2.5
min_samples: 15
Silhouette score including outliers: -0.6178642362921327
Silhouette score excluding outliers: -0.13143817906217517

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           10436                16                21         1       246             0         29378                 0               372              0            408
           0            5632                16                21         1        11            34           268                 0                 6              1             16
           1             213                16                20         1         9           266           291                 0                 2              4             16
           2              56                20                20        20        20          3203          3208                51                51             16             17
           3              29                17                18        24        24           435           437                 0                 0              9             10
           4             116                17                17        19        19          2395          2406                30                30             28             29
           5              32                20                20        61        61          5401          5405                92                92             20             21
           6              47                16                16        30        30          1658          1659                 0                 0              9             10
           7              23                17                17       123       123          1487          1487                 1                 1              8              8
           8              22                16                19         2         6           335           340                 0                 2             11             15
           9              27                16                18         3         7           525           527                 0                 0             23             26
          10              37                16                19         4         7           702           706                 0                 0             15             16
          11              15                16                20         2         5           311           315                 0                 1             11             14
          12              22                20                20        19        19          8219          8222               105               105             20             20
          13              34                18                20         8         9           380           387                 0                 1              4              6
          14              28                20                20        29        29          4418          4422                55                55             13             15
          15              24                16                19         2         4           300           305                 0                 2              9             15
          16              24                16                19         2         6           350           354                 0                 1              8             14
          17              15                17                19        15        17           659           662                 0                 1             13             14
          18              16                20                20         9         9           394           398                 3                 5              6              9
          19              70                18                18        17        17          4567          4574                 8                 8             84             84
          20              21                20                20        14        14          1137          1143                 0                 0             17             18
          21              33                19                19        60        60          5138          5139                11                11             32             32
          22              95                16                16       121       121           761           764                 3                 3              6              6
          23              22                16                19        11        16           136           142                 0                 1              2              6
          24              23                17                17        12        12          1317          1319                 0                 0             26             26
          25              40                19                19        16        16           521           521                 4                 4              6              6
          26              20                16                18         9        12           237           243                 0                 2              6              9
          27              42                17                20        11        11          1113          1117                 0                 1             18             18
          28              34                20                20         9         9          1431          1438                 0                 0             27             28
          29              18                16                19         2         4           434           437                 0                 1             16             19
          30              37                20                20        59        59         17724         17728               238               238             29             30
          31              18                16                19         2         6           346           351                 0                 2              6             10
          32              49                18                18        19        19           522           525                 0                 1              5              5
          33              28                20                20         5         5          2010          2013                 5                 5             45             45
          34              19                18                18        11        11           477           480                 4                 5             15             15
          35              18                16                19        11        12           524           528                 0                 1              9             10
          36              16                20                20        14        14          1164          1164                 0                 0             22             22
          37              36                17                17        16        16          5285          5290                 0                 0            108            108
          38              83                20                20        21        21          1921          1925                 2                 2             33             34
          39              24                19                19        14        14          3196          3197                 0                 0             47             47
          40              17                17                17        22        22          2638          2643                29                29              3              5
          41              17                16                19         2         6           727           731                 0                 0             20             23
          42              20                20                20        14        14          1787          1789                20                20             25             25
          43              18                17                19        11        12           679           682                 0                 0             23             25
          44              13                16                20         2         6           347           351                 0                 1             13             15
          45              16                16                19        10        12           165           169                 0                 1              6              9
          46              15                16                19         2         5           318           321                 0                 1              7             10
          47              34                20                20         6         6          1300          1303                 0                 0             17             18
          48              19                20                20        11        11          3535          3539                54                54             13             14
          49              18                19                19         5         5           695           697                 0                 0             21             21
          50              31                18                18         4         4           809           809                 0                 0              5              5
          51              26                18                18        17        17           420           424                 2                 2             16             16
          52              16                18                19         9        10           456           459                 0                 0             18             18
          53              14                16                19         2         5           305           309                 0                 1              9             13
