eps:         10.0
min_samples: 10
Silhouette score including outliers: 0.2763477848707128
Silhouette score excluding outliers: 0.35180896652207144

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            1078                16                21         1       181           136         27308                 0               291              1            305
           0           15495                16                21         1       246             0         29378                 0               372              0            408
           1             108                16                21         8        61           226          8388                 4               146              1             34
           2              50                16                20         2        22           429          2200                 1                 5              9             49
           3             130                16                21         2        70           160          8109                 2               113              1             50
           4              13                20                20        19        19          2305          2328                 2                 2             15             15
           5              12                18                20        11        44           868           891                 1                 1             18             20
           6              25                16                20         3       113           261         15558                 0                 0              1             54
           7              26                17                17       123       123          1487          1492                 1                 1              8              8
           8              10                20                20        22        22          3101          3117                54                54              5              5
           9              39                16                21         2        41           474          6117                 1                13              8            133
          10              23                20                20        19        19          8219          8234               105               105             20             20
          11              24                16                20         7       121           216          7201                 1                37              2             68
          12              24                18                20         6        26           600          4973                15               102              2             16
          13              60                17                21         3        29           661          4547                 8                55              2             13
          14             103                17                21         4        59           557          4654                 1                 8              9             86
          15              57                20                20        59        59         17658         17769               236               238             29             29
          16              17                19                19        16        46           659           674                 1                 1             12             14
          17              10                17                19         5        17           610          4221                 5                35              2             14
          18              14                19                19        64        64          7405          7416                 1                 1             99             99
          19              12                17                19         4        16           308          1281                 5                24              2              8
          20              16                17                20         4        46           287          4984                 3                50              2             34
          21              37                19                20        60        60          5123          5149                11                11             31             32
          22             105                16                20        10       121           240          3345                 1                14              2             26
          23              38                16                20         2        22           507          4295                 1                 8              9             76
          24              20                16                21         6        40           408          4364                 5                55              2             22
          25              16                20                20        29        29          3379          3413                14                14             12             12
          26              10                19                19        55        55          7846          7846                88                88             10             10
          27              47                18                20        11        14          1113          5637                 1                 5             18             83
          28              16                17                20         6        27           320          2710                 1                 8              4             31
          29              89                20                20        10        21           951          1934                 1                 2             18             34
          30              16                16                20         4        70           221          5212                10               158              1             23
          31              16                16                17        22        22          2623          2649                29                29              4              4
          32              15                16                20         9        33           563          1963                 3                10              4             14
          33              13                16                20         6        24           511          5382                11               145              3             31
          34              10                20                20        25        25          1698          1710                 1                 1             37             37
          35              18                18                20         7        39           758          7641                 1                10             12            144
          36              11                19                20        13        29          1414          4601                17                56              5             16
          37               8                17                20         6        10           669          3175                32               110              4             19
          38              17                16                20         3        73           323          4567                 2                32              3             41
          39              11                16                20         9        22           424          7598                 8               137              2             36
          40               9                16                20         6        67           528         13217                13               315              2             51
