eps:         8.0
min_samples: 15
Silhouette score including outliers: 0.24901185147132177
Silhouette score excluding outliers: 0.3768635976043825

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            1800                16                21         1       181           101         27308                 0               315              1            305
           0           14783                16                21         1       246             0         29378                 0               372              0            408
           1              15                18                21         8        20           462          7081                10               146              2             30
           2              57                16                20        16        42           188         10114                 0                 0              1             54
           3             124                16                21         4        70           347          8109                 6               113              2             50
           4              79                19                20        11        61          2608          5422                41                92             10             21
           5              26                17                17       123       123          1487          1492                 1                 1              8              8
           6              24                17                20         7        29           543          1349                 2                 5              6             15
           7              23                20                20        19        19          8219          8234               105               105             20             20
           8              22                18                20         7        26           907          4973                19               102              3             16
           9              39                17                20         9        44           378          1490                 1                 4              5             20
          10              58                17                21         3        29           661          4547                 8                55              2             13
          11             100                17                20         4        59           557          4654                 1                 8              9             86
          12              57                20                20        59        59         17658         17769               236               238             29             29
          13              16                19                19        16        17           659           666                 1                 1             12             13
          14              37                19                20        60        60          5123          5149                11                11             31             32
          15             101                16                17        10       121           255           775                 1                 3              2              6
          16              17                16                21         6        18           408          4364                 5                55              2             22
          17              16                20                20        29        29          3379          3413                14                14             12             12
          18              15                16                20         4        67           202         11113                 0                 0              1             56
          19              63                16                20         3        27           382          2057                 1                 5              8             46
          20              46                20                20        11        11          1113          1122                 1                 1             18             19
          21              26                16                20         2        16           437           881                 1                 2             12             29
          22              43                16                20         2        67           303          4122                 1                13              5             64
          23              24                16                20         6        18           524          4295                 1                 8              9             76
          24              88                20                20        21        21          1918          1934                 2                 2             33             34
          25              16                16                17        22        22          2623          2649                29                29              4              4
          26              17                17                20         4        38           357          3254                 1                 9              7             82
          27              17                16                20         7        39           590          6437                 3                32              5             55
          28              15                16                20         5        18           129          2592                 3                57              1             19
          29              15                16                20         4        70           221          5212                10               158              1             23
          30              15                16                20         4        40           277          2226                 1                 8              5             38
          31              14                16                20         2        16           375           772                 1                 2             12             27
          32              15                16                21         1        36           403          5677                 1                14             13            275
          33              15                16                20         2        22           162          2265                 1                13              2             27
          34              15                16                20         2        30           334          3311                 1                10              6             63
          35              15                17                20         4        33           287          4984                 3                50              2             34
