eps:         9.0
min_samples: 20
Silhouette score including outliers: 0.40353209991320316
Silhouette score excluding outliers: 0.5639420952515775

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            2009                16                21         1       181           101         27308                 0               315              1            305
           0           14743                16                21         1       246             0         29378                 0               372              0            408
           1              57                16                20        16        42           188         10114                 0                 0              1             54
           2              55                16                20         1        21           311          1353                 1                 4              8             49
           3             121                16                21         4        70           347          5040                 6                71              2             28
           4              80                19                20        11        61          2608          5422                41                92             10             21
           5              26                17                17       123       123          1487          1492                 1                 1              8              8
           6              23                20                20        19        19          8219          8234               105               105             20             20
           7              43                17                20         5        44           378          1490                 1                 4              5             20
           8              58                17                21         3        29           661          4547                 8                55              2             13
           9             101                17                21         4        59           557          4654                 1                 8              9             86
          10              57                20                20        59        59         17658         17769               236               238             29             29
          11              37                19                20        60        60          5123          5149                11                11             31             32
          12              27                16                20         2        16           437           881                 1                 2             12             29
          13             105                16                20        10       121           240          3345                 1                14              2             26
          14              23                18                20         6        26           600          4973                15               102              2             16
          15              57                16                20         3        27           388          2057                 1                 5              8             46
          16              46                20                20        11        11          1113          1122                 1                 1             18             19
          17              41                16                20         2        67           303          4122                 1                13              5             64
          18              28                16                20         2        18           516          4295                 1                 8              9             76
          19              88                20                20        21        21          1918          1934                 2                 2             33             34
          20              18                16                21         1        36           400          5677                 1                14             13            275
          21              25                17                20         7        29           523          1349                 2                 5              6             15
