eps:         10.0
min_samples: 20
Silhouette score including outliers: 0.40730292504159327
Silhouette score excluding outliers: 0.5446713323075465

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            1747                16                21         1       181           116         27308                 0               315              1            305
           0           15014                16                21         1       246             0         29378                 0               372              0            408
           1             128                16                21         2        70           160          8109                 2               113              1             50
           2              81                19                20        11        61          2608          5422                41                92             10             21
           3              26                17                17       123       123          1487          1492                 1                 1              8              8
           4              31                17                20         6        29           523          4653                 2                16              5             48
           5              23                20                20        19        19          8219          8234               105               105             20             20
           6              46                16                20         3        44           369          1490                 1                 4              5             20
           7              60                17                21         3        29           661          4547                 8                55              2             13
           8             102                17                21         4        59           557          4654                 1                 8              9             86
           9              57                20                20        59        59         17658         17769               236               238             29             29
          10              31                16                21         1        36           395          5677                 1                14             12            275
          11              37                19                20        60        60          5123          5149                11                11             31             32
          12              28                16                20         2        16           437           881                 1                 2             12             29
          13             105                16                20        10       121           240          3345                 1                14              2             26
          14              23                18                20         6        26           600          4973                15               102              2             16
          15              67                16                20         2        27           382          2364                 1                 6              8             46
          16              47                18                20        11        14          1113          5637                 1                 5             18             83
          17              36                16                20         2        18           509          4295                 1                 8              9             76
          18              89                20                20        10        21           951          1934                 1                 2             18             34
          19              22                16                21         2        17           475          3376                 1                 7             10             80
          20              26                16                20         2        38           352          3254                 1                 9              7             82
          21              22                16                20         4        21           284          3831                 1                13              4             56
          22              20                16                21         6        40           408          4364                 5                55              2             22
