eps:         10.0
min_samples: 20
Silhouette score including outliers: -0.5419151262047119
Silhouette score excluding outliers: -0.25108497693076887

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            7992                16                21         1       246             0         29378                 0               372              0            408
           0            7531                16                21         1        25            23           710                 0                 0              2             37
           1              58                16                21         2        17           218           241                 1                 1              6             16
           2              62                20                20        20        20          3197          3218                51                51             17             17
           3             374                16                20         1        15            67           191                 1                 1              3             14
           4              34                17                18        21        24           430           447                 0                 0              9             11
           5             131                17                17        19        19          2385          2417                30                30             27             30
           6              33                20                20        61        61          5401          5411                92                92             20             20
           7             108                16                21         2        19           718           756                 0                 0             14             31
           8              48                16                16        30        30          1654          1662                 0                 0              9              9
           9              26                17                17       123       123          1487          1492                 1                 1              8              8
          10              58                16                20         2        16           687           715                 0                 0             13             16
          11              22                20                20        19        19          8219          8222               105               105             20             20
          12              31                17                20         9        13           378           391                 1                 1              6              6
          13              43                20                20        29        29          4414          4430                55                55             13             13
          14             110                16                19         1        10            79           125                 3                 6              3              8
          15              76                18                18        17        17          4561          4583                 8                 8             84             84
          16              28                17                20        14        17          1126          1152                 0                 0             17             19
          17              36                19                20        60        60          5138          5149                11                11             32             32
          18             100                16                17       121       121           761           775                 3                 3              6              6
          19              35                17                20         3        13          1317          1332                 0                 0             24             31
          20              45                19                19        16        16           512           535                 4                 4              6              6
          21              22                19                20         4        10           459           475                 8                 9              9             11
          22              46                20                20        11        11          1113          1122                 1                 1             18             19
          23              49                16                20         5        19          1423          1443                 0                 0             26             35
          24              39                20                20        59        59         17724         17739               238               238             29             29
          25              30                16                19         2        11           128           146                 2                 2              4              7
          26              52                18                18        19        19           518           535                 0                 0              5              5
          27              31                20                20         5         5          2003          2018                 5                 5             45             46
          28              20                17                20         1        14           165           181                 2                 2              5              8
          29              18                16                19         2        16           178           188                 2                 2              4              6
          30              27                16                18         5        12           467           490                 4                 4             12             15
          31              20                16                18         2         7           130           145                 3                 3              3              3
          32              40                17                17        16        16          5276          5301                 0                 0            107            108
          33              88                20                20        21        21          1918          1934                 2                 2             33             34
          34              20                16                20        13        19          1156          1164                 0                 0             18             23
          35              29                19                19        14        14          3190          3202                 0                 0             47             49
          36              23                16                19         3        12           228           244                 2                 2              5              7
          37              21                20                20        14        14          1787          1795                20                20             25             25
          38             128                16                18         2        10            87           105                 0                 0              1              1
          39              36                20                20         6         6          1300          1309                 0                 0             17             18
          40              16                16                19         2        10           240           252                 2                 2              6              9
          41              19                16                20         1        11           753           769                 0                 0             22             31
          42              22                20                20        11        11          3529          3547                54                54             13             13
          43              31                18                18         4         4           809           809                 0                 0              5              5
          44              28                18                18        17        17           420           433                 2                 2             16             16
          45              24                16                21         2         9           242           254                 1                 1              8             14
          46               8                16                18         3         9           145           153                 2                 2              4              5
