eps:         8.5
min_samples: 20
Silhouette score including outliers: -0.564242236930931
Silhouette score excluding outliers: -0.22290249224733086

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            8954                16                21         1       246             0         29378                 0               372              0            408
           0            6554                16                21         1        21            28           495                 0                 0              2             30
           1              41                16                21         2        11           222           235                 1                 1              6             11
           2              51                16                19         2        12           554           588                 0                 0             21             35
           3             156                16                21         1        15           503           545                 0                 0             11             34
           4              62                20                20        20        20          3197          3218                51                51             17             17
           5             208                16                20         1        11            73           142                 1                 1              3             10
           6              37                16                19        13        24           424           445                 0                 0              9             11
           7             130                17                17        19        19          2385          2413                30                30             27             30
           8              25                16                18         2        17           174           189                 0                 0              3              3
           9              33                20                20        61        61          5401          5411                92                92             20             20
          10              72                16                20         2        16           722           750                 0                 0             14             27
          11              48                16                16        30        30          1654          1662                 0                 0              9              9
          12              26                17                17       123       123          1487          1492                 1                 1              8              8
          13              36                16                20         3        21           670           688                 0                 0             17             29
          14              47                16                19         2        14           695           712                 0                 0             13             16
          15              22                20                20        19        19          8219          8222               105               105             20             20
          16              31                17                20         9        13           378           391                 1                 1              6              6
          17              43                20                20        29        29          4414          4430                55                55             13             13
          18              48                16                19         2        13           685           709                 0                 0             19             29
          19              89                16                19         1        10            85           123                 3                 4              3              7
          20              76                18                18        17        17          4561          4583                 8                 8             84             84
          21              26                17                20        14        17          1131          1152                 0                 0             17             19
          22              36                19                20        60        60          5138          5149                11                11             32             32
          23              99                16                17       121       121           761           771                 3                 3              6              6
          24              39                16                19         1        12           161           178                 1                 1              7             12
          25              33                16                20         2        12           588           607                 0                 0             14             21
          26              31                17                20         4        13          1317          1331                 0                 0             25             27
          27              44                19                19        16        16           521           535                 4                 4              6              6
          28              46                20                20        11        11          1113          1122                 1                 1             18             19
          29              39                18                20         9        19          1424          1443                 0                 0             26             32
          30              38                20                20        59        59         17724         17735               238               238             29             29
          31              52                18                18        19        19           518           535                 0                 0              5              5
          32              31                20                20         5         5          2003          2018                 5                 5             45             46
          33              25                16                18         8        12           471           490                 4                 4             13             15
          34              39                17                17        16        16          5285          5301                 0                 0            108            108
          35              87                20                20        21        21          1918          1933                 2                 2             33             34
          36              29                19                19        14        14          3190          3202                 0                 0             47             49
          37              14                16                20         2        10           511           521                 0                 0             11             15
          38              21                20                20        14        14          1787          1795                20                20             25             25
          39              28                16                20         2        10           145           157                 1                 1              5              8
          40             125                16                18         2         3            93           102                 0                 0              1              1
          41              36                20                20         6         6          1300          1309                 0                 0             17             18
          42              29                16                19         3        15           629           641                 0                 0             16             23
          43              22                20                20        11        11          3529          3547                54                54             13             13
          44              31                18                18         4         4           809           809                 0                 0              5              5
          45              28                18                18        17        17           420           433                 2                 2             16             16
          46              17                16                19         3        13           554           567                 0                 0             15             20
          47              11                16                19         3        10           545           551                 0                 0             17             23
          48              23                16                20         4        19           195           209                 0                 0              4              4
