eps:         9.5
min_samples: 15
Silhouette score including outliers: -0.5656710054402612
Silhouette score excluding outliers: -0.30781022432360083

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            7587                16                21         1       246             0         29378                 0               372              0            408
           0            7601                16                21         1        25            23           709                 0                 0              2             37
           1              95                16                21         2        17           213           254                 1                 1              6             16
           2              15                20                20        44        44          4944          4950                71                71             28             28
           3              62                20                20        20        20          3197          3218                51                51             17             17
           4             393                16                20         1        15            62           196                 1                 1              3             16
           5             131                17                17        19        19          2385          2417                30                30             27             30
           6              33                20                20        61        61          5401          5411                92                92             20             20
           7              20                16                18         3        17           215           236                 0                 0              4              4
           8             107                16                21         2        19           718           754                 0                 0             14             30
           9              48                16                16        30        30          1654          1662                 0                 0              9              9
          10              26                17                17       123       123          1487          1492                 1                 1              8              8
          11              16                20                20        17        17          1103          1111                 4                 4             12             12
          12              59                16                20         2        16           687           715                 0                 0             13             19
          13              53                16                19         1        17           228           258                 2                 2              5             12
          14              22                20                20        19        19          8219          8222               105               105             20             20
          15              31                17                20         9        13           378           391                 1                 1              6              6
          16              43                20                20        29        29          4414          4430                55                55             13             13
          17             110                16                19         1        10            71           123                 3                 6              3              8
          18              49                16                19         2        11           128           156                 2                 2              4             10
          19              15                20                20        59        59         17658         17664               236               236             29             29
          20              16                19                19        16        17           659           666                 1                 1             12             13
          21              35                16                20         1        16           165           188                 2                 2              5              8
          22              34                16                20         2        14           818           844                 0                 0             19             31
          23              16                16                20         3        17           393           397                 5                 5              8              9
          24              76                18                18        17        17          4561          4583                 8                 8             84             84
          25              15                20                20        19        19          2488          2493                11                11             49             49
          26              28                17                20        14        17          1126          1152                 0                 0             17             19
          27              36                19                20        60        60          5138          5149                11                11             32             32
          28              29                16                20         1        16           753           776                 0                 0             20             32
          29             100                16                17       121       121           761           775                 3                 3              6              6
          30              19                16                19         4         5           263           286                 6                 6              8             11
          31              34                17                20         3        13          1317          1332                 0                 0             24             27
          32              20                16                18         2         7           130           145                 3                 3              3              3
          33              45                19                19        16        16           512           535                 4                 4              6              6
          34              23                19                20         4        10           454           475                 8                 9              9             11
          35              46                20                20        11        11          1113          1122                 1                 1             18             19
          36              15                20                20        26        26          4942          4958               102               102             16             16
          37              42                16                20         6        19          1424          1443                 0                 0             26             35
          38              18                16                20         4        16           843           855                 0                 0             16             22
          39              18                16                20         2         8           437           448                 1                 1             16             21
          40              39                20                20        59        59         17724         17739               238               238             29             29
          41              52                18                18        19        19           518           535                 0                 0              5              5
          42              31                20                20         5         5          2003          2018                 5                 5             45             46
          43              27                16                18         5        12           467           490                 4                 4             12             15
          44              19                16                19        11        11           524           534                 1                 1              9             10
          45              19                16                20        14        19          1156          1164                 0                 0             21             23
          46              40                17                17        16        16          5276          5301                 0                 0            107            108
          47              88                20                20        21        21          1918          1934                 2                 2             33             34
          48              23                16                19         2        11           835           857                 0                 0             30             45
          49              29                19                19        14        14          3190          3202                 0                 0             47             49
          50              15                17                17        22        22          2640          2649                29                29              4              4
          51              16                17                19         4        11           748           764                 0                 0             12             15
          52              21                20                20        14        14          1787          1795                20                20             25             25
          53               8                17                20         7        18           669           680                 0                 0             13             16
          54             127                16                18         2        10            87           102                 0                 0              1              1
          55              36                20                20         6         6          1300          1309                 0                 0             17             18
          56              23                20                20        11        11          3520          3547                54                54             13             13
          57              15                16                20         2        10           795           808                 0                 0             19             28
          58              31                18                18         4         4           809           809                 0                 0              5              5
          59              28                18                18        17        17           420           433                 2                 2             16             16
