eps:         8.0
min_samples: 15
Silhouette score including outliers: -0.476195252183282
Silhouette score excluding outliers: -0.06715532461102296

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            8650                16                21         1       246             0         29378                 0               372              0            408
           0            6580                16                21         1        21            28           495                 0                 0              2             34
           1              40                16                21         2        11           222           235                 1                 1              6             11
           2              26                16                19         2         9           572           592                 0                 0             21             35
           3             212                16                21         1        15           499           555                 0                 0             11             34
           4              15                20                20        44        44          4944          4950                71                71             28             28
           5              62                20                20        20        20          3197          3218                51                51             17             17
           6             222                16                20         1        11            67           142                 1                 1              3             10
           7              36                16                19        15        24           424           445                 0                 0              9             11
           8             131                17                17        19        19          2385          2417                30                30             27             30
           9              33                20                20        61        61          5401          5411                92                92             20             20
          10              67                16                20         2        16           718           748                 0                 0             16             27
          11              48                16                16        30        30          1654          1662                 0                 0              9              9
          12              26                17                17       123       123          1487          1492                 1                 1              8              8
          13              29                16                20         5        21           670           682                 0                 0             17             29
          14              15                16                20         2        10           641           654                 0                 0             17             23
          15              16                20                20        17        17          1103          1111                 4                 4             12             12
          16              46                16                19         2        14           695           712                 0                 0             13             16
          17             107                16                20         1        12           144           189                 1                 1              5             12
          18              22                20                20        19        19          8219          8222               105               105             20             20
          19              31                17                20         9        13           378           391                 1                 1              6              6
          20              39                20                20        29        29          4414          4428                55                55             13             13
          21              51                16                20         2        13           685           709                 0                 0             19             29
          22              15                16                20         2         8           593           604                 0                 0             21             29
          23              15                20                20        59        59         17658         17664               236               236             29             29
          24              16                19                19        16        17           659           666                 1                 1             12             13
          25              86                16                19         1        10            83           122                 3                 3              3              7
          26              76                18                18        17        17          4561          4583                 8                 8             84             84
          27              15                20                20        19        19          2488          2493                11                11             49             49
          28              26                16                19         2        12           554           571                 0                 0             21             33
          29              26                17                20        14        17          1131          1152                 0                 0             17             19
          30              36                19                20        60        60          5138          5149                11                11             32             32
          31              99                16                17       121       121           761           771                 3                 3              6              6
          32              28                16                20         2        14           588           607                 0                 0             14             21
          33              30                17                20         9        13          1317          1331                 0                 0             25             27
          34              19                16                18         2         7           130           143                 3                 3              3              3
          35              44                19                19        16        16           521           535                 4                 4              6              6
          36              22                19                20         4        10           459           475                 8                 9              9             11
          37              46                20                20        11        11          1113          1122                 1                 1             18             19
          38              39                18                20         9        19          1424          1443                 0                 0             26             32
          39              16                16                20         2         3           437           442                 1                 1             19             21
          40              38                20                20        59        59         17724         17735               238               238             29             29
          41              52                18                18        19        19           518           535                 0                 0              5              5
          42              31                20                20         5         5          2003          2018                 5                 5             45             46
          43              25                18                18         8        12           467           490                 4                 4             14             15
          44              17                16                19        11        11           524           527                 1                 1              9             10
          45              19                16                20        14        19          1156          1164                 0                 0             21             23
          46              39                17                17        16        16          5285          5301                 0                 0            108            108
          47              24                16                19         2        12           555           573                 0                 0             14             21
          48              86                20                20        21        21          1918          1929                 2                 2             33             34
          49              18                16                17         2         9           839           855                 0                 0             34             42
          50              29                19                19        14        14          3190          3202                 0                 0             47             49
          51              17                16                21         2         6           240           250                 1                 1              8             13
          52              21                20                20        14        14          1787          1795                20                20             25             25
          53              33                16                19         3        15           625           641                 0                 0             16             27
          54             125                16                18         2         3            93           102                 0                 0              1              1
          55              36                20                20         6         6          1300          1309                 0                 0             17             18
          56              19                16                20         3        12           571           581                 0                 0             13             20
          57              22                20                20        11        11          3529          3547                54                54             13             13
          58              31                18                18         4         4           809           809                 0                 0              5              5
          59              28                18                18        17        17           420           433                 2                 2             16             16
