eps:         1.0
min_samples: 10
Silhouette score including outliers: -0.05542729320064697
Silhouette score excluding outliers: 0.12004789996248912

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           10075                16                21         1       246             0         29378                 0               315              0            408
           0              10                16                20         2        12            47           729                 0                10              6             16
           1            6700                16                21         1       171            23         17769                 0               372              1            275
           2              42                20                20        20        20          3197          3238                51                51             17             17
           3              20                17                21         4        26           228          6803                 0                54             12             45
           4              33                17                17        20        24           296           598                 0                 0              7             11
           5              32                16                20         3        76           399         10186                 0               137             10             80
           6              75                17                18        14        18          4181          5716                 0                 8             61             88
           7              21                16                20         2        27           148          4883                 0                40              4             45
           8              26                16                19         5        14           115           779                 0                 8              3             23
           9              10                16                18         2        86           141          7054                 0                10              7            185
          10              10                19                20         7        29           831          4546                 0                55             13             25
          11              24                16                20         2        32            75          3110                 0                54              3             11
          12              61                16                20         2        29            79          8234                 0               105              3             61
          13              36                17                19         3         4            79           536                 0                 0              3             14
          14              10                18                20        17        39          3290          6433                 8                32             38             54
          15              18                16                20         3        23           335          5610                 0                32             10            132
          16              31                16                16        23        30           508          1673                 0                 0              5              9
          17              18                20                20        61        61          5373          5422                92                92             19             21
          18              13                18                20         2        27           679          2663                 5                18             17             41
          19              25                17                19         3         5            45           181                 0                 0              4             18
          20              14                17                20         9         9           395           473                 0                 5              8             10
          21              19                16                18         1         5            44           260                 0                 3              3              6
          22              29                19                19        60        60          4802          5157                10                11             21             32
          23              18                19                20        24        29          3159          4442                41                55              8             13
          24              14                19                19         6         6           432           795                 8                13              9             16
          25              18                17                17        12        12          1317          1327                 0                 0             26             26
          26              12                21                21        18        18          4275          4361                54                55             22             22
          27              34                17                17        16        16          5094          5295                 0                 0            103            108
          28              20                17                19         8        11           546           722                 0                 0             22             23
          29              16                20                20        14        14          1759          1821                20                20             24             28
          30              21                20                20        29        31          1649          3413                 2                14             12             15
          31              17                16                20         2        54           266          5626                 0                 3             13             99
          32              16                16                19         3         5           132           253                 0                 0              5              9
          33              14                16                18         3        10           359          2152                 0                 0             12            137
          34              25                18                18         5         5           513           532                 0                 0             25             25
          35              15                16                16         2         2           417           437                 1                 1             18             19
          36              48                16                18        18        19           457           535                 0                 1              4              5
          37              19                16                19         2        16            98           458                 0                 4              4             14
          38              13                16                16        11        11           169           188                 1                 1              9              9
          39              12                20                20        14        14          1108          1204                 0                 0             21             23
          40              14                17                17       123       123          1487          1493                 1                 1              8              9
          41              18                16                19         2         7            37           114                 0                 0              2              5
          42              10                17                17         6        22           269          2643                 0                29              3              9
          43              12                16                19         2        25           111          3254                 0                 9              4             82
          44              11                16                17         3         6            83           208                 0                 0              7             12
          45              28                18                18         1         2           104           113                 0                 0              2              3
          46              28                19                19         5         6           282           836                 0                 0              9             24
          47              10                20                20        29        29          4414          4472                54                55             13             15
          48              11                17                20         3        14            94          2186                 0                22              5             35
          49              11                16                17         3         4           116           139                 0                 0              2              8
          50              12                16                20         3        21            88          3831                 0                13              4             56
          51              19                16                16         3         4           143           560                 0                 0              9             18
