eps:         1.5
min_samples: 15
Silhouette score including outliers: 0.004914231734250578
Silhouette score excluding outliers: 0.08124277804061328

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            5285                16                21         1       172             0         29378                 0               240              0            367
           0           12141                16                21         1       246            22         27308                 0               372              1            408
           1              43                17                17        20        24           296           619                 0                 0              7             12
           2              38                16                20         3        76           119         10186                 0               137             10             80
           3              20                16                18         1        10            44           426                 0                 3              3             15
           4              37                17                20         3        57            78          9725                 0                55              4             82
           5              25                17                19         3         5            45           181                 0                 0              4             18
           6              33                19                20        60        60          4802          5157                10                11             21             32
           7              23                19                21        24        29          3159          4442                41                55              8             14
           8              20                17                17        12        12          1317          1327                 0                 0             26             26
           9              67                16                20         2        54           161          5626                 0                31              9             99
          10              23                20                20        29        31          1649          3413                 2                14             12             15
          11              22                16                19         3        11           353           722                 0                 0              5             23
          12              50                16                18         2        19            50           535                 0                 3              4              5
          13              29                19                19         5         6           282           837                 0                 0              9             24
          14              12                16                19         2        17            84           783                 0                 2              2             26
