eps:         1.0
min_samples: 5
Silhouette score including outliers: -0.05544245410034541
Silhouette score excluding outliers: 0.11494428900766468

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1            9392                16                21         1       181             0         29378                 0               315              0            408
           0              10                16                20         2        12            47           729                 0                10              6             16
           1            7029                16                21         1       171            23         17769                 0               372              1            275
           2               7                17                20         5        21           105          1688                 0                 2              8             33
           3               5                16                19         4        28           270           727                 0                 3              4             13
           4              42                20                20        20        20          3197          3238                51                51             17             17
           5              10                16                20         2        20           240          2901                 0                25              9             53
           6              20                17                21         4        26           228          6803                 0                54             12             45
           7              33                17                17        20        24           296           598                 0                 0              7             11
           8              33                16                20         3        76           119         10186                 0               137             10             80
           9               5                20                20        38        38          2673          2677                 0                 0             19             19
          10               5                20                20        15        15          7435          7436               194               194             28             28
          11              21                16                20         2        27           148          4883                 0                40              4             45
          12              26                16                19         5        14           115           779                 0                 8              3             23
          13              13                16                18         2        86           141          7054                 0                10              7            185
          14              13                19                20         7        33           831          4546                 0                55             13             41
          15              69                16                20         2        29            79          8234                 0               105              3             61
          16              11                17                20         3        14            94          2186                 0                22              5             35
          17              24                16                20         2        32            75          3110                 0                54              3             11
          18               6                17                17        18        18          2440          2459                 0                 0             30             31
          19              36                17                19         3         4            79           536                 0                 0              3             14
          20              11                18                20        17        39          3290          6437                 8                32             38             55
          21               7                16                20         2         3           171          1396                 1                 7             12             33
          22              31                16                16        23        30           508          1673                 0                 0              5              9
          23               5                19                19         5         5           554           625                18                22             14             17
          24               7                19                19         5         7           699           772                 0                 0             15             15
          25              16                18                20         2        27           679          4722                 5                18             17             73
          26               8                19                19        10        14          2274          3222                 0                 0             43             47
          27               9                19                19        16        16           660           685                 1                 1             13             13
          28               5                19                19        17        17          4219          4221                35                35             14             14
          29              25                17                19         3         5            45           181                 0                 0              4             18
          30               6                19                19         6         6          1218          1218                 0                 0             38             38
          31               5                20                20         5         5           185           263                 1                 1             10             14
          32              14                17                20         9         9           395           473                 0                 5              8             10
          33               9                17                20         6        12           324          1411                 6                10             13             32
          34               6                20                20        22        22          2871          2938                65                67             13             14
          35               9                16                19         4       246           297          2076                 0                 9              6             14
          36              19                16                18         1         5            44           260                 0                 3              3              6
          37               7                17                17         2         2           125           179                 6                 6              5              9
          38              29                19                19        60        60          4802          5157                10                11             21             32
          39              18                19                20        24        29          3159          4442                41                55              8             13
          40              13                16                20         2        25           111          3254                 0                37              4             82
          41              12                16                20         3        21            88          3831                 0                13              4             56
          42              10                17                19         9        19           338          2431                 5                30             10             29
          43               6                16                18         1         6           113           250                 0                10              3             13
          44              14                19                19         6         6           432           795                 8                13              9             16
          45               7                20                20        26        26          4942          4960               102               102             16             18
          46              18                17                17        12        12          1317          1327                 0                 0             26             26
          47               8                20                20        33        33          3255          3309                48                48             19             19
          48              12                21                21        18        18          4275          4361                54                55             22             22
          49               8                16                16         3         3           133           184                 0                 0              5              9
          50              12                16                20         2        17           119          1115                 0                 4              4             18
          51              34                17                17        16        16          5094          5295                 0                 0            103            108
          52              20                17                19         8        11           546           722                 0                 0             22             23
          53               7                18                19        40        76           549           996                 6                 8              6              8
          54               8                16                17         2        10            38           302                 0                 0              5             16
          55               8                18                18        18        18           414           423                 2                 2             12             12
          56              16                20                20        14        14          1759          1821                20                20             24             28
          57              21                20                20        29        31          1649          3413                 2                14             12             15
          58              21                16                20         2        54           190          5626                 0                 3             11             99
          59              16                16                19         3         5           132           253                 0                 0              5              9
          60               8                16                19         3         5           149           279                 0                 0              6              8
          61               8                16                20         3        12            61          1985                 0                 4              3             39
          62              14                16                18         3        10           359          2152                 0                 0             12            137
          63              25                18                18         5         5           513           532                 0                 0             25             25
          64               8                16                18         1         6           117           203                 0                 0              7             10
          65              15                16                16         2         2           417           437                 1                 1             18             19
          66               5                16                20         2        48            72          8388                 0               124              4             34
          67              48                16                18        18        19           457           535                 0                 1              4              5
          68              19                16                19         2        16            98           458                 0                 4              4             14
          69               9                19                19        10        11           558           739                 0                 0             17             19
          70              13                16                16        11        11           169           188                 1                 1              9              9
          71               8                18                18        10        10           180           202                 2                 2              5              5
          72              12                20                20        14        14          1108          1204                 0                 0             21             23
          73              14                17                17       123       123          1487          1493                 1                 1              8              9
          74              18                16                19         2         7            37           114                 0                 0              2              5
          75               6                19                19         8        13           744           763                 0                 0             13             14
          76               7                18                18         2         7           462           522                 0                 0             11             13
          77               5                16                16         6         6           856           883                 0                 0             36             37
          78               6                16                19         1        11            94           796                 0                 0              5             35
          79               5                17                17         2         3           166           244                 0                 0              4              8
          80               7                17                17        18        18          2482          2688                 0                 0             91             92
          81              13                16                20         4        22           269          2643                 0                29              3             10
          82               8                17                20         4        12           803          2527                 0                10             19             86
          83               6                16                19         2        16           114           465                 0                 2              5             18
          84               7                17                17        20        61          2262          3530                 0                 0             27             41
          85               5                17                17         7        22           941          1132                 0                 0             20             20
          86               8                16                20         2        41           161          5068                 0                31             12             77
          87               5                16                19         4        23           444          2190                 0                 0             19             63
          88               9                19                19        11        11           524           538                 1                 1             10             10
          89               8                20                20        25        25          1698          1707                 1                 5             37             37
          90               7                17                18        11        15           800          1456                 0                 0             22             34
          91               5                16                16         4         4           119           119                 1                 1              6              6
          92               3                16                17         6         6           306           447                 1                 2             12             15
          93              11                17                20        11        27           411          1531                 0                 2             11             23
          94              10                20                20        29        29          4414          4472                54                55             13             15
          95              11                16                17         3         6            83           208                 0                 0              7             12
          96               9                17                19        16        16          1405          2134                 0                 0             34             37
          97              28                18                18         1         2           104           113                 0                 0              2              3
          98               5                18                18         4        75          1922         11240                 0                 0            109            137
          99               5                20                20         9         9          1979          2030                 2                 2             37             41
         100               6                18                18         5         7           339           456                 0                 0             11             18
         101               5                16                21         4         5           359           408                 0                 1              5             21
         102              28                19                19         5         6           282           836                 0                 0              9             24
         103               5                20                20        17        17          6891          7081               146               146             29             29
         104               5                16                18         2        24           206           722                 0                15              3             21
         105               5                20                20        19        26          2067          2265                11                13             26             27
         106               9                16                19         2         4           109           241                 0                 1              4              9
         107               4                18                18         7         7           636           636                 0                 0             23             23
         108               5                16                16         3         6           103           172                 0                 0              7              8
         109              11                16                17         3         4           116           139                 0                 0              2              8
         110               6                17                19         3         4            86            97                 0                 0              4              6
         111              19                16                16         3         4           143           560                 0                 0              9             18
         112               5                20                20        21        21          2659          2667                26                26             19             20
         113               5                16                20         3        28            66          1149                 0                 9              2             12
