eps:         1.0
min_samples: 30
Silhouette score including outliers: -0.04698437472303825
Silhouette score excluding outliers: 0.17198096738732424

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           11239                16                21         1       246             0         29378                 0               315              0            408
           0            6266                16                21         1       171            23         17769                 0               372              1            260
           1              42                20                20        20        20          3197          3238                51                51             17             17
           2              74                17                18        14        18          4295          5716                 0                 8             61             88
           3              34                16                20         2        29            79          8219                 0               105              3             61
           4              36                17                19         3         4            79           536                 0                 0              3             14
           5              32                17                17        21        24           296           598                 0                 0              7             10
           6              34                17                17        16        16          5094          5295                 0                 0            103            108
           7              48                16                18        18        19           457           535                 0                 1              4              5
           8              31                16                16        23        30           508          1673                 0                 0              5              9
           9              32                20                20        11        16          1556          3557                18                54              4             14
