eps:         1.0
min_samples: 15
Silhouette score including outliers: -0.054599072323019325
Silhouette score excluding outliers: 0.12828659609028714

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           10455                16                21         1       246             0         29378                 0               315              0            408
           0            6524                16                21         1       171            23         17769                 0               372              1            260
           1              42                20                20        20        20          3197          3238                51                51             17             17
           2              19                17                21         4        26           228          6803                 0                54             12             45
           3              33                17                17        20        24           296           598                 0                 0              7             11
           4              31                16                20         3        76           399         10186                 0               137             10             80
           5              75                17                18        14        18          4181          5716                 0                 8             61             88
           6              20                16                20         2        27           148          4883                 0                40              4             45
           7              23                16                19         5        14           115           779                 0                 8              3             20
           8              24                16                20         2        32            75          3110                 0                54              3             11
           9              59                16                20         2        29            79          8234                 0               105              3             61
          10              36                17                19         3         4            79           536                 0                 0              3             14
          11              12                16                20         3        22           335          5610                 0                 2             10            108
          12              31                16                16        23        30           508          1673                 0                 0              5              9
          13              19                20                20        61        61          5373          5422                92                92             19             21
          14              25                17                19         3         5            45           181                 0                 0              4             18
          15              19                16                18         1         5            44           260                 0                 3              3              6
          16              29                19                19        60        60          4802          5157                10                11             21             32
          17              18                19                20        24        29          3159          4442                41                55              8             13
          18              18                17                17        12        12          1317          1327                 0                 0             26             26
          19              34                17                17        16        16          5094          5295                 0                 0            103            108
          20              20                17                19         8        11           546           722                 0                 0             22             23
          21              16                20                20        14        14          1759          1821                20                20             24             28
          22              21                20                20        29        31          1649          3413                 2                14             12             15
          23              17                16                20         2        54           266          5626                 0                 3             13             99
          24              15                16                19         3         5           132           253                 0                 0              5              9
          25              25                18                18         5         5           513           532                 0                 0             25             25
          26              15                16                16         2         2           417           437                 1                 1             18             19
          27              48                16                18        18        19           457           535                 0                 1              4              5
          28              19                16                19         2        16            98           458                 0                 4              4             14
          29              18                16                19         2         7            37           114                 0                 0              2              5
          30              33                20                20        11        16          1556          3557                18                54              4             14
          31              28                19                19         5         6           282           836                 0                 0              9             24
          32              19                16                16         3         4           143           560                 0                 0              9             18
          33              28                18                18         1         2           104           113                 0                 0              2              3
