eps:         0.5
min_samples: 10
Silhouette score including outliers: -0.2152552618511212
Silhouette score excluding outliers: 1.0

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           15892                16                21         1       246             0         29378                 0               315              0            408
           0              15                16                19         2        25            88           460                 0                 3              1             23
           1              13                16                19         2        33            62          1975                 0                11              1             61
           2              65                16                20         2        88            58          6026                 0               148              1             61
           3              32                16                20         2        76            67          1917                 0                45              2             34
           4              36                20                20        20        20          3203          3238                51                51             17             17
           5             350                16                21         1        50            34          3635                 0               372              1             99
           6              12                17                21         4        26           228          6803                 0                54             12             45
           7              11                16                20         2        36            37          1502                 0                 7              2             20
           8              20                16                20         2        57           224         12576                 0                 4              3            255
           9              48                17                18        14        17          4334          5707                 0                 8             63             84
          10              34                16                19         2        10            84           396                 0                 6              3             15
          11              62                16                20         1        25            32          2922                 0                 4              2             43
          12              25                16                19         3        27           112          1042                 0                 4              2             29
          13              12                16                18         2        25           103           656                 0                 0              1             19
          14              16                16                18         1        15           148          1121                 0                 1              7             74
          15              21                16                19         2        73            49          1009                 0                 8              1             22
          16              10                16                20         2        27           148          2508                 0                40              6             29
          17              17                16                19         1        24            53           368                 0                 4              2             11
          18              11                16                19         2        11            95           517                 0                 1              4             10
          19              10                16                19         5        14           115           681                 0                 3              5             14
          20              22                17                19         2         2            75           147                 0                 0              4              7
          21              32                17                19         3         4            79           536                 0                 0              3             14
          22              10                20                20        19        19          8219          8222               105               105             20             20
          23              18                16                19         2        10            44          1455                 0                 4              3            148
          24              14                19                19         9         9           310          1169                 0                 1              5             26
          25              32                17                17        19        19          2362          2407                28                30             28             29
          26              25                16                20         2        29            52          1612                 0                 5              3             24
          27              13                17                18        14        17          4358          4570                 0                 8             61             84
          28              16                20                20        61        61          5373          5422                92                92             19             21
          29              21                20                20        59        59         17658         17769               236               238             29             30
          30              15                16                20         2        22            75          3109                 0                54              3             11
          31              20                17                19         2        19           146          3064                 0                46              8             34
          32              24                17                19         3         5            45           181                 0                 0              4             18
          33              10                20                20         9         9           395           397                 5                 5              8              8
          34              21                16                20         2        64            70          7408                 0                 7              3             99
          35              19                16                18         1         5            44           260                 0                 3              3              6
          36              22                19                19        60        60          5123          5157                10                11             31             32
          37              12                20                20        14        14           991          1152                 0                 0             17             19
          38              15                16                19         2        12            55           688                 0                 3              4             19
          39              65                16                16       119       121           737           779                 3                 4              6              8
          40              14                19                20        24        29          3159          4442                41                55              8             13
          41              11                16                20         3        45            81           936                 0                 2              2             25
          42              12                16                20         2        15            57           331                 0                 1              2             10
          43              21                17                17        21        24           296           484                 0                 0              7             10
          44              15                17                17        12        12          1317          1327                 0                 0             26             26
          45              10                16                17         2         5            59           268                 0                 0              3              6
          46              13                16                19         3        12            76          1393                 0                 2              3             18
          47              26                16                20         6        14           122          1426                 1                 1              3             24
          48              12                20                20        16        19           852          2629                 0                 2             13             23
          49              25                17                17        16        16          5094          5295                 0                 0            103            108
          50              25                16                19         4        13            82           481                 0                 3              4             14
          51              11                20                20        14        14          1775          1821                20                20             24             28
          52              16                20                20        29        31          1649          3413                 2                14             12             15
          53              20                16                19         9        16           114           528                 0                 4              4              6
          54              12                20                20        11        11           758          1115                 1                 1             13             18
          55              15                17                19         8        11           546           722                 0                 0             22             23
          56              12                16                20         2        15            73          1766                 0                11              4             39
          57              11                16                20         3        25            66          2922                 0                 4              3             43
          58              11                16                19         3         5           132           214                 0                 0              6              9
          59              12                16                18         3        10           359          2152                 0                 0             12            137
          60              13                16                16         2         2           417           437                 1                 1             18             19
          61              33                16                18        18        19           457           535                 0                 1              4              5
          62              17                19                20         5         5          1827          2017                 3                 5             39             45
          63              18                16                19         2        16            98           443                 0                 4              4             14
          64              23                16                16        23        30           508          1662                 0                 0              5              9
          65              10                19                19         6         6           432           490                 8                 9              9             11
          66              17                16                19         2         7            37           114                 0                 0              2              5
          67              13                18                18        19        19           522           523                 0                 0              5              5
          68              19                20                20        21        21          1881          1926                 2                 2             30             33
          69              47                20                20        21        21          1867          1933                 2                 2             29             34
          70              17                18                18         5         5           525           525                 0                 0             25             25
          71              11                20                20         9         9          1331          1434                 0                 0             26             28
          72              13                17                18         3        15           441          1121                 0                 2             17             74
          73              14                16                16       121       121           761           766                 3                 3              6              6
          74              22                20                20        11        11          3447          3537                54                54             11             13
          75              23                20                20         6         6           692          1327                 0                 0             13             18
          76              10                16                17         3         6            83           208                 0                 0              7             12
          77              24                16                19         3        21           114          1100                 1                 7              5             26
          78              17                19                19         5         6           692           800                 0                 0             21             23
          79              31                18                18         4         4           809           809                 0                 0              5              5
          80              10                16                17         3         4           116           139                 0                 0              4              8
          81              14                16                16         2         7            85           116                 0                 0              7              8
          82              10                18                18         2         2           113           113                 0                 0              3              3
