eps:         0.5
min_samples: 20
Silhouette score including outliers: -0.2585073958248925
Silhouette score excluding outliers: 1.0

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           16571                16                21         1       246             0         29378                 0               315              0            408
           0              65                16                20         2        88            58          6026                 0               148              1             61
           1              32                16                20         2        76            67          1917                 0                45              2             34
           2              36                20                20        20        20          3203          3238                51                51             17             17
           3             350                16                21         1        50            34          3635                 0               372              1             99
           4              20                16                20         2        57           224         12576                 0                 4              3            255
           5              48                17                18        14        17          4334          5707                 0                 8             63             84
           6              34                16                19         2        10            84           396                 0                 6              3             15
           7              62                16                20         1        25            32          2922                 0                 4              2             43
           8              25                16                19         3        27           112          1042                 0                 4              2             29
           9              21                16                19         2        73            49          1009                 0                 8              1             22
          10              22                17                19         2         2            75           147                 0                 0              4              7
          11              32                17                19         3         4            79           536                 0                 0              3             14
          12              32                17                17        19        19          2362          2407                28                30             28             29
          13              25                16                20         2        29            52          1612                 0                 5              3             24
          14              21                20                20        59        59         17658         17769               236               238             29             30
          15              20                17                19         2        19           146          3064                 0                46              8             34
          16              24                17                19         3         5            45           181                 0                 0              4             18
          17              21                16                20         2        64            70          7408                 0                 7              3             99
          18              22                19                19        60        60          5123          5157                10                11             31             32
          19              65                16                16       119       121           737           779                 3                 4              6              8
          20              21                17                17        21        24           296           484                 0                 0              7             10
          21              26                16                20         6        14           122          1426                 1                 1              3             24
          22              25                17                17        16        16          5094          5295                 0                 0            103            108
          23              25                16                19         4        13            82           481                 0                 3              4             14
          24              20                16                19         9        16           114           528                 0                 4              4              6
          25              33                16                18        18        19           457           535                 0                 1              4              5
          26              23                16                16        23        30           508          1662                 0                 0              5              9
          27              47                20                20        21        21          1867          1933                 2                 2             29             34
          28              22                20                20        11        11          3447          3537                54                54             11             13
          29              23                20                20         6         6           692          1327                 0                 0             13             18
          30              24                16                19         3        21           114          1100                 1                 7              5             26
          31              31                18                18         4         4           809           809                 0                 0              5              5
