eps:         1.0
min_samples: 20
Silhouette score including outliers: -0.04894232366849816
Silhouette score excluding outliers: 0.147717469712307

  Cluster ID    Cluster size    Min Dr Scratch    Max Dr Scratch    Min CC    Max CC    Min blocks    Max blocks    Min procedures    Max procedures    Min sprites    Max sprites
------------  --------------  ----------------  ----------------  --------  --------  ------------  ------------  ----------------  ----------------  -------------  -------------
          -1           10790                16                21         1       246             0         29378                 0               315              0            408
           0            6446                16                21         1       171            23         17769                 0               372              1            260
           1              42                20                20        20        20          3197          3238                51                51             17             17
           2              33                17                17        20        24           296           598                 0                 0              7             11
           3              23                16                20         5        43           399         10186                 0               137             15             80
           4              74                17                18        14        18          4295          5716                 0                 8             61             88
           5              22                16                19         5        14           115           779                 0                 8              3             20
           6              53                16                20         2        29            79          8234                 0               105              3             61
           7              36                17                19         3         4            79           536                 0                 0              3             14
           8              31                16                16        23        30           508          1673                 0                 0              5              9
           9              23                16                20         2        32            75          3110                 0                54              3             11
          10              25                17                19         3         5            45           181                 0                 0              4             18
          11              29                19                19        60        60          4802          5157                10                11             21             32
          12              34                17                17        16        16          5094          5295                 0                 0            103            108
          13              20                17                19         8        11           546           722                 0                 0             22             23
          14              25                18                18         5         5           513           532                 0                 0             25             25
          15              48                16                18        18        19           457           535                 0                 1              4              5
          16              20                20                20        29        31          1649          3413                 2                14             12             15
          17              33                20                20        11        16          1556          3557                18                54              4             14
          18              28                19                19         5         6           282           836                 0                 0              9             24
          19               5                17                20         3        76           486          2488                 0                11             10             49
          20              28                18                18         1         2           104           113                 0                 0              2              3
